"IFSI.SF";"SEXE";"NEC.ARRET";"ENV.ARRET";"CIG.JOUR";"STADE.1";"STADE.2";"SCORES"
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";5;"b-C";"b-C";-1,07008984576757
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";12;"c-P";"d-A";-2,36225523804499
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";3;"c-P";"a-PC";-1,20991648130308
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";25;"b-C";"a-PC";-2,90419977548187
"IFSI";"F";"c-Entre les deux";"a-Pas du tout";12;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";8;"a-PC";"a-PC";-2,2759783654667
"IFSI";"H";"e-Tout a fait";"c-Entre les deux";10;"a-PC";"b-C";-3,35942440007168
"IFSI";"F";"a-Pas du tout";"a-Pas du tout";10;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";10;"a-PC";"a-PC";-3,29634007557855
"IFSI";"H";"c-Entre les deux";"a-Pas du tout";5;"b-C";"a-PC";2,66502737300807
"IFSI";"F";"b-Plutot pas";"a-Pas du tout";7;"a-PC";"a-PC";-3,16919079491696
"IFSI";"F";"b-Plutot pas";"b-Plutot pas";8;"b-C";"a-PC";-6,3796857
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";20;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"c-Entre les deux";"b-Plutot pas";8;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"b-Plutot pas";"a-Pas du tout";7;"a-PC";"d-A";-6,3796857
"IFSI";"H";"c-Entre les deux";"c-Entre les deux";20;"b-C";"b-C";-2,45231478255823
"IFSI";"H";"e-Tout a fait";"e-Tout a fait";12;"b-C";"b-C";-1,37670767474488
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";6;"b-C";"a-PC";-2,90419977548187
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";10;"b-C";"b-C";-2,45231478255823
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";5;"a-PC";"b-C";-2,7992949536619
"IFSI";"H";"c-Entre les deux";"d-Plutot d'accord";15;"b-C";"b-C";-1,53989920302634
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";10;"a-PC";"b-C";-3,29634007557855
"IFSI";"F";"b-Plutot pas";"a-Pas du tout";1;"b-C";"b-C";-1,14344764131192
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";10;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"b-Plutot pas";"c-Entre les deux";6;"b-C";"b-C";-1,14344764131192
"IFSI";"F";"e-Tout a fait";"b-Plutot pas";6;"b-C";"b-C";-1,53989920302634
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";10;"a-PC";"b-C";-2,7992949536619
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";6;"c-P";"a-PC";-3,97717827976079
"IFSI";"F";"d-Plutot d'accord";"a-Pas du tout";6;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";10;"b-C";"b-C";-2,7992949536619
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";6;"b-C";"b-C";-6,3796857
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";3;"b-C";"a-PC";-1,20991648130308
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";2;"c-P";"c-P";-2,97888519761287
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";5;"c-P";"b-C";-1,37670767474488
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";10;"b-C";"a-PC";-1,77819821076708
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";7;"c-P";"c-P";-2,90419977548187
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";20;"a-PC";"a-PC";-4,10471273052739
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";12;"b-C";"a-PC";-3,16919079491696
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";6;"b-C";"b-C";-4,31464915690201
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";10;"a-PC";"a-PC";-1,37670767474488
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";6;"a-PC";"c-P";-2,36225523804499
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";2;"c-P";"b-C";-1,53989920302634
"IFSI";"F";"c-Entre les deux";"d-Plutot d'accord";20;"a-PC";"b-C";-3,29634007557855
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";10;"b-C";"a-PC";-1,61899831094022
"IFSI";"H";"d-Plutot d'accord";"d-Plutot d'accord";12;"b-C";"a-PC";-2,2759783654667
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";6;"b-C";"e-M";-2,7992949536619
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";10;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"c-Entre les deux";"d-Plutot d'accord";10;"b-C";"b-C";-2,97888519761287
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";15;"a-PC";"e-M";-6,3796857
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";5;"a-PC";"a-PC";-6,3796857
"IFSI";"H";"e-Tout a fait";"c-Entre les deux";20;"b-C";"c-P";-1,37670767474488
"IFSI";"H";"c-Entre les deux";"a-Pas du tout";8;"a-PC";"a-PC";-4,75567319892648
"IFSI";"F";"c-Entre les deux";"a-Pas du tout";8;"a-PC";"b-C";-4,83565819152406
"IFSI";"H";"a-Pas du tout";"a-Pas du tout";60;"a-PC";"a-PC";-6,3796857
"IFSI";"H";"a-Pas du tout";"a-Pas du tout";25;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";10;"b-C";"b-C";-2,01994579553125
"IFSI";"F";"e-Tout a fait";"b-Plutot pas";6;"b-C";"d-A";-3,16919079491696
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";5;"b-C";"c-P";-1,61899831094022
"IFSI";"F";"c-Entre les deux";"b-Plutot pas";10;"a-PC";"b-C";-2,7992949536619
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";15;"b-C";"a-PC";-2,63233352282644
"IFSI";"F";"a-Pas du tout";"c-Entre les deux";8;"b-C";"d-A";-2,2759783654667
"IFSI";"F";"a-Pas du tout";"a-Pas du tout";12;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"b-Plutot pas";"b-Plutot pas";10;"a-PC";"a-PC";-4,31464915690201
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";20;"a-PC";"a-PC";-4,19167076781589
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";10;"b-C";"a-PC";-2,01994579553125
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";4;"b-C";"d-A";-2,2759783654667
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";20;"a-PC";"a-PC";-2,2759783654667
"IFSI";"H";"d-Plutot d'accord";"d-Plutot d'accord";15;"a-PC";"b-C";-3,16919079491696
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";15;"b-C";"e-M";-2,2759783654667
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";10;"b-C";"b-C";-2,7992949536619
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";10;"a-PC";"c-P";-2,2759783654667
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";10;"b-C";"c-P";-3,16919079491696
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";5;"a-PC";"c-P";-1,37670767474488
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";5;"a-PC";"c-P";-2,63233352282644
"IFSI";"F";"c-Entre les deux";"a-Pas du tout";10;"b-C";"c-P";-4,31464915690201
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";10;"b-C";"b-C";-2,2759783654667
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";6;"b-C";"b-C";-6,3796857
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";10;"b-C";"b-C";-1,37670767474488
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";11;"c-P";"b-C";-1,20991648130308
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";6;"a-PC";"a-PC";-4,31464915690201
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";10;"b-C";"c-P";-2,7992949536619
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";11;"a-PC";"b-C";-2,2759783654667
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";10;"b-C";"b-C";-2,97888519761287
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";10;"c-P";"c-P";-1,14344764131192
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";3;"b-C";"a-PC";-1,37670767474488
"IFSI";"F";"d-Plutot d'accord";"e-Tout a fait";10;"b-C";"b-C";-3,16919079491696
"IFSI";"F";"c-Entre les deux";"b-Plutot pas";16;"a-PC";"b-C";-1,61899831094022
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";10;"b-C";"a-PC";-2,2759783654667
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";10;"b-C";"c-P";-2,2759783654667
"IFSI";"F";"d-Plutot d'accord";"b-Plutot pas";25;"a-PC";"b-C";-6,3796857
"IFSI";"F";"c-Entre les deux";"d-Plutot d'accord";3;"b-C";"b-C";-2,7992949536619
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";10;"b-C";"c-P";2,66502737300807
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";10;"b-C";"c-P";-2,01994579553125
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";7;"a-PC";"a-PC";-2,2759783654667
"IFSI";"F";"d-Plutot d'accord";"a-Pas du tout";8;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";6;"b-C";"a-PC";-4,31464915690201
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";10;"b-C";"b-C";-3,60809607315391
"IFSI";"F";"b-Plutot pas";"c-Entre les deux";7;"b-C";"a-PC";-1,61899831094022
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";8;"a-PC";"b-C";-6,3796857
"IFSI";"F";"e-Tout a fait";"d-Plutot d'accord";17;"b-C";"b-C";-2,36225523804499
"IFSI";"F";"b-Plutot pas";"b-Plutot pas";13;"b-C";"b-C";-2,97888519761287
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";10;"b-C";"a-PC";-1,61899831094022
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";5;"b-C";"b-C";-1,07008984576757
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";10;"c-P";"a-PC";-1,77819821076708
"IFSI";"H";"d-Plutot d'accord";"b-Plutot pas";8;"b-C";"b-C";-1,61899831094022
"IFSI";"F";"d-Plutot d'accord";"e-Tout a fait";11;"b-C";"b-C";-2,63233352282644
"IFSI";"H";"c-Entre les deux";"e-Tout a fait";7;"b-C";"b-C";-1,20991648130308
"IFSI";"F";"c-Entre les deux";"b-Plutot pas";20;"a-PC";"b-C";-1,20991648130308
"IFSI";"H";"d-Plutot d'accord";"a-Pas du tout";13;"a-PC";"b-C";-1,37670767474488
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";10;"b-C";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"b-Plutot pas";10;"b-C";"b-C";-2,97888519761287
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";7;"a-PC";"b-C";-2,01994579553125
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";15;"b-C";"b-C";-2,36225523804499
"IFSI";"F";"b-Plutot pas";"c-Entre les deux";12;"a-PC";"b-C";-1,20991648130308
"IFSI";"H";"a-Pas du tout";"a-Pas du tout";7;"a-PC";"a-PC";-1,47573907638765
"IFSI";"F";"c-Entre les deux";"d-Plutot d'accord";10;"a-PC";"a-PC";-1,77819821076708
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";10;"a-PC";"b-C";-1,47573907638765
"IFSI";"F";"c-Entre les deux";"e-Tout a fait";4;"a-PC";"b-C";-3,16919079491696
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";10;"a-PC";"b-C";-1,53989920302634
"IFSI";"F";"d-Plutot d'accord";"a-Pas du tout";10;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";5;"b-C";"b-C";-1,14344764131192
"IFSI";"F";"d-Plutot d'accord";"d-Plutot d'accord";15;"b-C";"b-C";-4,31464915690201
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";8;"b-C";"b-C";-3,35942440007168
"IFSI";"F";"d-Plutot d'accord";"c-Entre les deux";15;"b-C";"b-C";-3,16919079491696
"IFSI";"F";"c-Entre les deux";"c-Entre les deux";15;"b-C";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";8;"b-C";"b-C";-2,7992949536619
"IFSI";"F";"e-Tout a fait";"e-Tout a fait";13;"b-C";"c-P";-1,14344764131192
"IFSI";"H";"d-Plutot d'accord";"b-Plutot pas";12;"a-PC";"a-PC";-2,7992949536619
"IFSI";"H";"e-Tout a fait";"a-Pas du tout";10;"a-PC";"e-M";-2,2759783654667
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";10;"a-PC";"a-PC";-6,3796857
"IFSI";"F";"e-Tout a fait";"a-Pas du tout";10;"a-PC";"a-PC";-4,45787674849642
"IFSI";"H";"c-Entre les deux";"a-Pas du tout";17;"a-PC";"b-C";-2,7992949536619
"IFSI";"F";"e-Tout a fait";"c-Entre les deux";10;"a-PC";"a-PC";-2,2759783654667
"SF";"F";"e-Tout a fait";"c-Entre les deux";5;"b-C";"b-C";-1,47573907638765
"SF";"F";"e-Tout a fait";"c-Entre les deux";10;"b-C";"b-C";-3,35942440007168
"SF";"F";"e-Tout a fait";"c-Entre les deux";5;"b-C";"b-C";-1,61899831094022
"SF";"F";"d-Plutot d'accord";"c-Entre les deux";10;"a-PC";"a-PC";-4,59903534275315
"SF";"F";"d-Plutot d'accord";"e-Tout a fait";4;"c-P";"c-P";-2,97888519761287
"SF";"F";"d-Plutot d'accord";"d-Plutot d'accord";5;"b-C";"b-C";-1,20991648130308
"SF";"F";"a-Pas du tout";"a-Pas du tout";15;"a-PC";"a-PC";-4,45787674849642
"SF";"F";"c-Entre les deux";"a-Pas du tout";6;"a-PC";"a-PC";-4,45787674849642
"SF";"F";"e-Tout a fait";"c-Entre les deux";3;"b-C";"a-PC";-1,53989920302634
"SF";"F";"d-Plutot d'accord";"c-Entre les deux";5;"a-PC";"b-C";-2,97888519761287
"SF";"F";"e-Tout a fait";"c-Entre les deux";10;"b-C";"a-PC";-3,16919079491696
"SF";"F";"d-Plutot d'accord";"b-Plutot pas";1;"a-PC";"a-PC";-6,3796857
"SF";"F";"d-Plutot d'accord";"d-Plutot d'accord";2;"b-C";"c-P";2,66502737300807
"SF";"F";"e-Tout a fait";"d-Plutot d'accord";10;"c-P";"b-C";2,66502737300807
"SF";"F";"d-Plutot d'accord";"d-Plutot d'accord";10;"b-C";"b-C";-6,3796857
